u,v,key,osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,junction,service,access
6591865510,5440514418,0,969976887,2,South King Street,residential,20 mph,False,False,3.704,"LINESTRING (-122.3158437 47.5983356, -122.3157943 47.5983352)",,,
6591865510,5440514423,0,969976887,2,South King Street,residential,20 mph,False,True,13.085,"LINESTRING (-122.3158437 47.5983356, -122.3159924 47.5983367, -122.3160182 47.5983367)",,,
6591865521,4306288702,0,701929445,,,service,,False,True,29.273,"LINESTRING (-122.3151891 47.5988106, -122.3155795 47.5988116)",,parking_aisle,
6591865521,11080212177,0,27183524,,,service,,False,True,104.68199999999999,"LINESTRING (-122.3151891 47.5988106, -122.3150875 47.5987841, -122.3144744 47.5987824, -122.314394 47.5987569, -122.3141002 47.5984156)",,,
6591865521,11078002710,0,"[27183490, 1106467358]",,,service,,False,"[False, True]",31.595,"LINESTRING (-122.3151891 47.5988106, -122.3151964 47.599076, -122.3151965 47.5990947)",,,
6593921447,11080212184,0,702163762,,,service,,False,False,7.817,"LINESTRING (-122.3155949 47.5983343, -122.315594 47.598264)",,driveway,
6593921447,6593921450,0,969976887,2,South King Street,residential,20 mph,False,False,17.816,"LINESTRING (-122.3155949 47.5983343, -122.3153573 47.5983331)",,,
6593921447,5440514418,0,969976887,2,South King Street,residential,20 mph,False,True,14.952,"LINESTRING (-122.3155949 47.5983343, -122.315706 47.5983348, -122.3157943 47.5983352)",,,
6593921450,11080212183,0,702163764,,,service,,False,True,7.728,"LINESTRING (-122.3153573 47.5983331, -122.315357 47.5982636)",,driveway,
6593921450,5440514411,0,969976887,2,South King Street,residential,20 mph,False,False,21.573,"LINESTRING (-122.3153573 47.5983331, -122.3150696 47.5983318)",,,
6593921450,6593921447,0,969976887,2,South King Street,residential,20 mph,False,True,17.816,"LINESTRING (-122.3153573 47.5983331, -122.3155949 47.5983343)",,,
6597140234,11080212179,0,702506566,,,service,,False,False,7.517,"LINESTRING (-122.3141948 47.5983289, -122.314194 47.5982613)",,driveway,
6597140234,298272161,0,969976887,2,South King Street,residential,20 mph,False,False,12.702,"LINESTRING (-122.3141948 47.5983289, -122.3140254 47.5983282)",,,
6597140234,6611190721,0,969976887,2,South King Street,residential,20 mph,False,True,23.012,"LINESTRING (-122.3141948 47.5983289, -122.3145017 47.5983298)",,,
6597140236,11080212179,0,702506566,,,service,,False,True,26.265,"LINESTRING (-122.314196 47.5980251, -122.3141947 47.5982402, -122.314194 47.5982613)",,driveway,
6597159981,6597196785,0,702511845,,,service,,False,False,28.356,"LINESTRING (-122.3149039 47.5978836, -122.3149008 47.5976286)",,driveway,
6597159982,5440514431,0,263712957,2,South Weller Street,residential,20 mph,False,False,23.372,"LINESTRING (-122.3148992 47.5975018, -122.3145875 47.5975021)",,,
6597159982,4978169386,0,263712957,2,South Weller Street,residential,20 mph,False,True,28.006,"LINESTRING (-122.3148992 47.5975018, -122.3152727 47.5975015)",,,
6597159982,11083342539,0,702511845,,,service,,False,True,8.562,"LINESTRING (-122.3148992 47.5975018, -122.3148996 47.5975788)",,driveway,
6597159983,6597159984,0,702511846,,,service,,False,False,29.311,"LINESTRING (-122.3152741 47.5978944, -122.3152732 47.5976308)",,driveway,
6597159984,11083342540,0,702511846,,,service,,False,False,5.693,"LINESTRING (-122.3152732 47.5976308, -122.3152726 47.5975796)",,driveway,
6597159984,6597159983,0,702511846,,,service,,False,True,29.311,"LINESTRING (-122.3152732 47.5976308, -122.3152741 47.5978944)",,driveway,
6597159984,6597196785,0,702511847,,,service,,False,False,27.925,"LINESTRING (-122.3152732 47.5976308, -122.3149008 47.5976286)",,parking_aisle,
6597196785,11083342539,0,702511845,,,service,,False,False,5.538,"LINESTRING (-122.3149008 47.5976286, -122.3148996 47.5975788)",,driveway,
6597196785,6597159981,0,702511845,,,service,,False,True,28.356,"LINESTRING (-122.3149008 47.5976286, -122.3149039 47.5978836)",,driveway,
6597196785,6597159984,0,702511847,,,service,,False,True,27.925,"LINESTRING (-122.3149008 47.5976286, -122.3152732 47.5976308)",,parking_aisle,
6597436416,4978169386,0,263712957,2,South Weller Street,residential,20 mph,False,False,42.883,"LINESTRING (-122.3158446 47.597501, -122.3152727 47.5975015)",,,
6597436416,11083342541,0,702539891,,,service,,False,True,8.874,"LINESTRING (-122.3158446 47.597501, -122.3158439 47.5975808)",,driveway,
6597436416,4978169359,0,"[1364999757, 263712957]",2,South Weller Street,residential,20 mph,False,True,41.421,"LINESTRING (-122.3158446 47.597501, -122.3160069 47.5975008, -122.316397 47.5975005)",,,
6601000859,6601000859,0,702901766,,,service,,False,False,152.23000000000002,"LINESTRING (-122.3135509 47.5973278, -122.3143126 47.5973299, -122.3143114 47.5971593, -122.3135498 47.5971566, -122.3135509 47.5973278)",,parking_aisle,
6601000859,6601000859,1,702901766,,,service,,False,True,152.23,"LINESTRING (-122.3135509 47.5973278, -122.3135498 47.5971566, -122.3143114 47.5971593, -122.3143126 47.5973299, -122.3135509 47.5973278)",,parking_aisle,
6601000859,11083342531,0,702901767,,,service,,False,False,33.690999999999995,"LINESTRING (-122.3135509 47.5973278, -122.3134465 47.5973756, -122.3132499 47.5973751, -122.3131563 47.5974007, -122.313156 47.5974179)",,driveway,
6601000863,11083342529,0,263712957,2,South Weller Street,residential,20 mph,False,False,16.399,"LINESTRING (-122.3131566 47.5975034, -122.3129379 47.5975036)",,,
6601000863,4978169368,0,263712957,2,South Weller Street,residential,20 mph,False,True,20.365,"LINESTRING (-122.3131566 47.5975034, -122.3134282 47.5975032)",,,
6601000863,11083342531,0,702901767,,,service,,False,True,9.507,"LINESTRING (-122.3131566 47.5975034, -122.313156 47.5974179)",,driveway,
6611190721,11080212180,0,704089635,,,service,,False,False,7.55,"LINESTRING (-122.3145017 47.5983298, -122.314501 47.5982619)",,driveway,
6611190721,6597140234,0,969976887,2,South King Street,residential,20 mph,False,False,23.012,"LINESTRING (-122.3145017 47.5983298, -122.3141948 47.5983289)",,,
6611190721,5440514408,0,969976887,2,South King Street,residential,20 mph,False,True,26.761,"LINESTRING (-122.3145017 47.5983298, -122.314599 47.5983301, -122.3148586 47.5983309)",,,
6611190723,11080212180,0,704089635,,,service,,False,True,16.869,"LINESTRING (-122.3145004 47.5981102, -122.3145012 47.5982419, -122.314501 47.5982619)",,driveway,
7083137848,11078002725,0,758437528,,,footway,,False,False,57.137,"LINESTRING (-122.3145254 47.599321, -122.3152874 47.5993167)",,,
7083137848,11077999103,0,758437530,,,footway,,False,False,1.835,"LINESTRING (-122.3145254 47.599321, -122.3145046 47.5993123)",,,
7083137848,11076454444,0,758437530,,,footway,,False,True,37.333,"LINESTRING (-122.3145254 47.599321, -122.314652 47.5993743, -122.3149632 47.5994803)",,,
7083137853,11077999076,0,758437528,,,footway,,False,True,1.5219999999999998,"LINESTRING (-122.317069 47.599316, -122.3170648 47.5993104, -122.3170543 47.5993082)",,,
7083137853,8034182493,0,858625742,,,footway,,False,False,69.492,"LINESTRING (-122.317069 47.599316, -122.3170716 47.5999316, -122.3170655 47.59994)",,,
7083137853,11077999081,0,"[1193462186, 858625741]",,,footway,,False,"[False, True]",12.257,"LINESTRING (-122.317069 47.599316, -122.3171052 47.5993122, -122.317232 47.5993143)",,,
7083137865,7083137867,0,1193439821,,,footway,,False,False,57.655,"LINESTRING (-122.3142944 47.5994174, -122.3142932 47.5999359)",,,
7083137865,2507633641,0,"[758437532, 758437526]",,,footway,,False,"[False, True]",9.519,"LINESTRING (-122.3142944 47.5994174, -122.314306 47.5994061, -122.314397 47.5993687)",,,
7083137865,3535107368,0,"[758437525, 1193462198, 893872039]",,,footway,,False,"[False, True]",13.178,"LINESTRING (-122.3142944 47.5994174, -122.314269 47.5994082, -122.3142532 47.5994033, -122.3142248 47.5993951, -122.3141699 47.5993792, -122.3141342 47.5993688)",,,
7083137865,11076454451,0,893872039,,,footway,,False,True,32.611000000000004,"LINESTRING (-122.3142944 47.5994174, -122.3143165 47.5994258, -122.3144068 47.5994695, -122.3144559 47.5994908, -122.3145792 47.5995377, -122.3146677 47.5995668)",,,
7083137867,8144095677,0,758437533,,,footway,,False,False,0.688,"LINESTRING (-122.3142932 47.5999359, -122.314299 47.5999407)",,,
7083137867,7083137865,0,1193439821,,,footway,,False,True,57.655,"LINESTRING (-122.3142932 47.5999359, -122.3142944 47.5994174)",,,
7083137867,11077810357,0,"[874906875, 758437533, 758443727]",,,footway,,False,"[False, True]",10.577,"LINESTRING (-122.3142932 47.5999359, -122.314274 47.599936, -122.3142514 47.5999398, -122.3142159 47.5999407, -122.3141688 47.599942, -122.3141529 47.5999424)",,,
7083137868,11076454452,0,758437533,,,footway,,False,True,70.991,"LINESTRING (-122.3155946 47.599943, -122.3146478 47.5999413)",,,
7083137868,11076454450,0,893872039,,,footway,,False,False,36.504000000000005,"LINESTRING (-122.3155946 47.599943, -122.3155518 47.5999209, -122.3153831 47.5998392, -122.3152496 47.5997807, -122.3151927 47.5997581)",,,
7083137868,11076454427,0,"[1193277484, 893872037, 893872039]",,,footway,,False,True,16.925,"LINESTRING (-122.3155946 47.599943, -122.3157081 47.6000017, -122.3157143 47.6000104, -122.3157149 47.6000262, -122.3157473 47.6000472)",,,
7083144879,7731894482,0,333370566,5,South Jackson Street,secondary,25 mph,False,False,32.16,"LINESTRING (-122.3148545 47.5992028, -122.3144256 47.5992045)",,,
7083144879,298271881,0,263671317,2,South Jackson Street,secondary,25 mph,False,False,35.623000000000005,"LINESTRING (-122.3148545 47.5992028, -122.314865 47.5992128, -122.314897 47.5992426, -122.3149139 47.5992593, -122.3150209 47.5992596, -122.3151302 47.5992596, -122.3152863 47.5992592)",,,
7083144879,3404819538,0,333370569,2,South Jackson Street,secondary,25 mph,False,True,28.825,"LINESTRING (-122.3148545 47.5992028, -122.3148924 47.5991568, -122.3151984 47.5991463)",,,
7083216897,11064270294,0,758443714,,,footway,,False,False,0.712,"LINESTRING (-122.3142896 47.6007828, -122.3142896 47.6007764)",,,
7083216897,3535108139,0,758443714,,,footway,,False,True,5.182,"LINESTRING (-122.3142896 47.6007828, -122.314289 47.6008294)",,,
7083216897,9598129743,0,1042729998,,,footway,,False,True,29.104,"LINESTRING (-122.3142896 47.6007828, -122.3143111 47.6007869, -122.3145306 47.6007872, -122.3145686 47.6007899, -122.3146011 47.6007961, -122.3146349 47.6008095, -122.3146628 47.6008239)",,,
7083216898,3535108139,0,758443714,,,footway,,False,False,10.019,"LINESTRING (-122.3142879 47.6009195, -122.314289 47.6008294)",,,
7083216898,11064270298,0,"[758443713, 758443711]",,,footway,,False,True,12.443000000000001,"LINESTRING (-122.3142879 47.6009195, -122.3142464 47.6009191, -122.3142132 47.6009208, -122.3141306 47.600925, -122.3141223 47.6009254)",,,
7083216898,7083216969,0,758443714,,,footway,,False,True,72.113,"LINESTRING (-122.3142879 47.6009195, -122.3142876 47.6015374, -122.3143176 47.6015604)",,,
7083216902,4249361352,0,758443715,,,footway,,False,True,8.028,"LINESTRING (-122.3141769 47.600779, -122.3141771 47.6007068)",,,
7083216902,11064270294,0,"[758443712, 758443708, 758443710]",,,footway,,False,"[False, True]",8.465,"LINESTRING (-122.3141769 47.600779, -122.3142008 47.6007791, -122.3142165 47.6007781, -122.3142484 47.6007761, -122.3142896 47.6007764)",,,
7083216902,11064270296,0,"[758443709, 758443710]",,,footway,,False,"[False, True]",3.958,"LINESTRING (-122.3141769 47.600779, -122.3141519 47.600779, -122.3141328 47.6007793, -122.3141241 47.6007794)",,,
7083216920,7083216968,0,1191365936,,,footway,,False,False,73.711,"LINESTRING (-122.314005 47.6009313, -122.3140044 47.6015942)",,,
7083216920,7083216932,0,758443720,,,footway,,False,False,75.43599999999999,"LINESTRING (-122.314005 47.6009313, -122.313225 47.6009295, -122.3129989 47.600929)",,,
7083216920,11064270298,0,"[758443720, 1191716486, 758443711]",,,footway,,False,"[False, True]",8.82,"LINESTRING (-122.314005 47.6009313, -122.3140256 47.6009303, -122.3140484 47.6009292, -122.3141223 47.6009254)",,,
7083216920,11064270300,0,"[1191365936, 758443722, 1191716487]",,,footway,,False,True,8.438,"LINESTRING (-122.314005 47.6009313, -122.3140101 47.6009179, -122.314012 47.6009007, -122.3140121 47.6008559)",,,
7083216924,11064270301,0,409863452,,,footway,,False,True,17.507,"LINESTRING (-122.3140075 47.6007785, -122.313774 47.6007781)",,,
7083216924,7083216936,0,1193439823,,,footway,,False,True,76.102,"LINESTRING (-122.3140075 47.6007785, -122.3140086 47.6000941)",,,
7083216924,11064270296,0,"[1191716489, 409863452, 758443709]",,,footway,,False,"[False, True]",8.757,"LINESTRING (-122.3140075 47.6007785, -122.3140295 47.6007804, -122.3140505 47.6007803, -122.3141241 47.6007794)",,,
7083216924,11064270300,0,"[1191716488, 758443722, 1193439823]",,,footway,,False,"[False, True]",8.64,"LINESTRING (-122.3140075 47.6007785, -122.314012 47.6007937, -122.3140122 47.6008096, -122.3140121 47.6008559)",,,
7083216928,11061352597,0,"[1259573999, 758443731, 758443735]",,,footway,,False,"[False, True]",9.440999999999999,"LINESTRING (-122.3140006 47.6016139, -122.3140141 47.6016254, -122.3140208 47.6016604, -122.314027 47.6016951)",,,
7083216928,11061356827,0,864897809,,,footway,,False,False,13.084,"LINESTRING (-122.3140006 47.6016139, -122.3139934 47.6016161, -122.3138268 47.6016158)",,,
7083216928,7083216968,0,1191365936,,,footway,,False,True,2.249,"LINESTRING (-122.3140006 47.6016139, -122.3140041 47.6016088, -122.3140044 47.6015942)",,,
7083216931,7083216932,0,758443723,,,footway,,False,False,75.891,"LINESTRING (-122.3129993 47.6016115, -122.3129989 47.600929)",,,
7083216931,11061356813,0,"[864897809, 867614838, 1191365945]",,,footway,,False,False,8.576,"LINESTRING (-122.3129993 47.6016115, -122.3129718 47.6016115, -122.3129471 47.6016115, -122.312885 47.6016093)",,,
7083216931,11061352603,0,864897809,,,footway,,False,True,0.941,"LINESTRING (-122.3129993 47.6016115, -122.3130037 47.6016145, -122.31301 47.6016145)",,,
7083216932,7083216931,0,758443723,,,footway,,False,True,75.891,"LINESTRING (-122.3129989 47.600929, -122.3129993 47.6016115)",,,
7083216932,7083216933,0,"[758443720, 1193245237]",,,footway,,False,False,3.7489999999999997,"LINESTRING (-122.3129989 47.600929, -122.3129707 47.6009196, -122.3129561 47.6009119)",,,
7083216932,7083216920,0,758443720,,,footway,,False,True,75.43599999999999,"LINESTRING (-122.3129989 47.600929, -122.313225 47.6009295, -122.314005 47.6009313)",,,
7083216933,11076158840,0,864897810,,,footway,,False,False,7.004,"LINESTRING (-122.3129561 47.6009119, -122.3129888 47.6008529)",,,
7083216933,11076158841,0,867614844,,,footway,,False,False,5.338,"LINESTRING (-122.3129561 47.6009119, -122.3128868 47.6009229)",,,
7083216933,7083216932,0,"[758443720, 1193245237]",,,footway,,False,True,3.7489999999999997,"LINESTRING (-122.3129561 47.6009119, -122.3129707 47.6009196, -122.3129989 47.600929)",,,
7083216936,4117338893,0,862844570,,,footway,,False,True,23.312,"LINESTRING (-122.3140086 47.6000941, -122.3136977 47.6000924)",,,
7083216936,7083216924,0,1193439823,,,footway,,False,False,76.102,"LINESTRING (-122.3140086 47.6000941, -122.3140075 47.6007785)",,,
7083216936,11077810350,0,1193439823,,,footway,,False,True,0.815,"LINESTRING (-122.3140086 47.6000941, -122.3140178 47.6000902)",,,
7083216940,7298235312,0,781688606,,,footway,,False,False,21.264,"LINESTRING (-122.3129521 47.5999361, -122.3126685 47.5999368)",,,
7083216940,7298235314,0,781688606,,,footway,,False,True,12.986,"LINESTRING (-122.3129521 47.5999361, -122.3131253 47.5999363)",,,
7083216940,11077810374,0,"[758443724, 758443725]",,,footway,,False,True,9.21,"LINESTRING (-122.3129521 47.5999361, -122.3129521 47.5999693, -122.3129499 47.6000189)",,,
7083216967,11061352596,0,"[758443732, 758443733]",,,footway,,False,"[False, True]",10.248000000000001,"LINESTRING (-122.3142138 47.6015981, -122.3142466 47.601631, -122.314248 47.6016394, -122.3142538 47.6016702, -122.314255 47.6016832)",,,
7083216967,11061352584,0,"[758443729, 758443734]",,,footway,,False,False,8.919,"LINESTRING (-122.3142138 47.6015981, -122.3141877 47.6016033, -122.3141476 47.6016026, -122.314096 47.6016016)",,,
7083216967,7083216969,0,"[758443728, 758443737, 758443734]",,,footway,,False,"[False, True]",8.95,"LINESTRING (-122.3142138 47.6015981, -122.3142392 47.6015928, -122.3142703 47.6015827, -122.3142918 47.6015758, -122.3143176 47.6015604)",,,
7083216968,7083216920,0,1191365936,,,footway,,False,True,73.711,"LINESTRING (-122.3140044 47.6015942, -122.314005 47.6009313)",,,
7083216968,11061352584,0,"[758443736, 758443729]",,,footway,,False,True,6.957,"LINESTRING (-122.3140044 47.6015942, -122.3140425 47.6016006, -122.314096 47.6016016)",,,
7083216968,7083216928,0,1191365936,,,footway,,False,False,2.249,"LINESTRING (-122.3140044 47.6015942, -122.3140041 47.6016088, -122.3140006 47.6016139)",,,
7083216969,7083216898,0,758443714,,,footway,,False,False,72.113,"LINESTRING (-122.3143176 47.6015604, -122.3142876 47.6015374, -122.3142879 47.6009195)",,,
7083216969,7083216967,0,"[758443728, 758443737, 758443734]",,,footway,,False,"[False, True]",8.950000000000001,"LINESTRING (-122.3143176 47.6015604, -122.3142918 47.6015758, -122.3142703 47.6015827, -122.3142392 47.6015928, -122.3142138 47.6015981)",,,
7083216969,11061356828,0,1191365928,,,footway,,False,True,28.679000000000002,"LINESTRING (-122.3143176 47.6015604, -122.3143593 47.6015927, -122.3144719 47.6016112, -122.314675 47.6016116)",,,
7083216974,11061352555,0,1191365928,,,footway,,False,False,1.776,"LINESTRING (-122.3166685 47.6016112, -122.3166638 47.6016148, -122.3166561 47.6016162, -122.3166475 47.6016161)",,,
7083216974,11061352566,0,"[1191365929, 858256805]",,,footway,,False,True,8.882,"LINESTRING (-122.3166685 47.6016112, -122.316685 47.601614, -122.3167862 47.6016188)",,,
7083216974,11064270277,0,1191716485,,,footway,,False,True,50.285,"LINESTRING (-122.3166685 47.6016112, -122.3166707 47.6016061, -122.3166877 47.6012979, -122.3166957 47.6012434, -122.3167131 47.6011605)",,,
